location	lat	long
Sainte-Anne, Qubec, Canada	46.199520000000064	-77.68889999999999
Yakusugi Museum - 2739-343, Ambo, Yakushima-cho, Kumage-gun, Kagoshima Prefecture, Japan	30.30811200000001	130.631076
Mount Saint Pierre's Cathedral, Alaska, USA	53.87669550000001	-166.53820725
Central Ave, Fillmore, California, USA	34.40244069830775	-118.91411803966155
Ornamental Canal, Discovery Way, Off Wapping Lane, Shadwell, London, England, UK	51.50642000000005	-0.1272099999999341
Island of Hvar, Croatia, Yugoslavia	43.14083000000005	16.728330000000028
Winchelsea, East Sussex, England, UK	50.92434000000003	0.7068300000000249
Htel Les Voyageurs, 22 rue Boulard, Paris 14, Paris, France	48.83383878573488	2.3288538985515985
PASA Park, Barry, Illinois, USA	39.695790000000045	-91.03922999999998
Frome, Somerset, England, UK	51.22861000000006	-2.3171899999999255
Blair, Nebraska, USA	41.54370000000006	-96.13524999999998
Budgens, Market Square, Newent, Gloucestershire, England, UK	51.93020000000007	-2.40495999999996
Panama Canal, Panama City, Panama	8.96661000000006	-79.53473999999994
Seattle Tacoma, Washington, USA	47.14678350000001	-122.50740375000001
Wright Dairy Farm, Richmond, British Columbia, Canada	49.16335000000004	-123.13663999999994
Fort de la Pompelle, Puisieulx, Marne, France	49.21649000000008	4.12874000000005
Henry Mayo Newhall Memorial Hospital - 23845 McBean Parkway, Valencia, California, USA	34.39716001615752	-118.55376002553521
Montecito, California, USA	34.42148000000003	-119.64819999999997
Honey Brook, Pennsylvania, USA	40.09460000000007	-75.91492999999997
Wellton, Arizona, USA	32.67272000000003	-114.14715999999999
New Perry Hotel, Perry, Georgia, USA	32.46087000000006	-83.73474999999996
Mac's Baths, Los Angeles, California, USA	34.076020062178976	-118.3837600116854
Magdalen College School, Cowley Place, Oxford, Oxfordshire, England, UK	51.74827000000005	-1.2452999999999292
Springfield Gardens, New York, USA	40.66318000000007	-73.76925999999997
Flatrock, Michigan, USA	42.09450000000004	-83.28091999999998
Lower Zambezi National Park, Zambia	-15.187829999999963	29.29415000000006
Kerhonksen, New York, USA	41.772470000000055	-74.29661999999996
Thornybush, South Africa	-23.87910999999997	29.443380000000047
Dinmore Hill, Herefordshire, England, UK	51.720331941480794	-0.5403301075726122
141 Regal Row Dallas, Texas, USA	32.812048385983594	-96.90029072930656
Awendaw Green - 4879 N Hwy 17, Awendaw, South Carolina, USA	32.931035466818734	-79.71319152169833
181 Batallon Libres de Trujillo, Lima, Peru	-12.123990741718247	-76.98425703290383
19 West Pacific Avenue Spokane, Washington, USA	47.65555448124544	-117.41228138773155
Bill Williams Bridge, Arizona, USA	35.253465120501	-112.17946858729398
W. Hastings St., Vancouver, British Columbia, Canada	49.28265478836331	-123.10975395924528
Buxton, Derbyshire, England, UK	53.26040000000006	-1.912689999999941
Crockway Farm, Dorset, England, UK	50.72359344097382	-2.717308732575402
Fistral Beach, Newquay, Cornwall, England, UK	50.418690000000026	-5.0968899999999735
San Mateo, California, USA	37.54704000000004	-122.31484999999998
Lichfield, Staffordshire, England, UK	52.68414000000007	-1.8190699999999538
The Dye Club at Barefoot Resort - 2600 Pete Dye Drive, North Myrtle Beach, South Carolina, USA	33.812230000000056	-78.74696999999998
West Babylon, Long Island, New York, USA	40.72207000000003	-73.35732999999993
The Warehouse Restaurant, 4499 Admiralty Way, Marina del Rey, California, USA	33.983610000000056	-118.44568999999996
Neringa Peninsula, Lithuania	55.67930000000007	21.115590000000054
Palau de la Generalitat, Barcelona, Catalonia, Spain	41.382819923394386	2.1767500693923556
11 York Street, Wynyard, NSW, Australia	-33.86509378930357	151.20555763672107
Hanhilampi, Porvoo, Finland	60.39664000000005	25.671580000000063
New Concert, Ohio, USA	41.3849368355712	-81.91506635843909
Fultola, Botiaghata, Khulna, Bangladesh	22.712440000000072	89.52554000000003
Gracefield, Qubec, Canada	46.09200000000004	-76.05330999999995
ABC Centre, Hobart, Tasmania, Australia	-42.8205461422288	147.29544691565636
